Data PID,Job Title,Href Link
7741914779,"Machine Maintenance Technician - Canton, MI",https://annarbor.craigslist.org/lbg/d/ann-arbor-machine-maintenance/7741914779.html
7741913671,"Customer Support Representative - Ashburn, VA",https://winchester.craigslist.org/lbg/d/winchester-customer-support/7741913671.html
7741911945,Plumbing Helper needed,https://fortwayne.craigslist.org/lbg/d/fort-wayne-plumbing-helper-needed/7741911945.html
7741911802,"Custodian - Lewisburg, PA",https://williamsport.craigslist.org/lbg/d/williamsport-custodian-lewisburg-pa/7741911802.html
7741909220,"Claims Representative - Charleston, WV",https://charlestonwv.craigslist.org/lbg/d/charleston-claims-representative/7741909220.html
7741908550,"Call Center Agent - Westerville, OH",https://columbus.craigslist.org/lbg/d/columbus-call-center-agent-westerville/7741908550.html
7741908275,"Customer Service Representative - Milford, OH",https://cincinnati.craigslist.org/lbg/d/cincinnati-customer-service/7741908275.html
7741907237,"Warehouse Employee - Cleveland, OH",https://cleveland.craigslist.org/lbg/d/cleveland-warehouse-employee-cleveland/7741907237.html
7741905212,"Claims Representative - Pittsburgh, PA",https://pittsburgh.craigslist.org/lbg/d/pittsburgh-claims-representative/7741905212.html
7741905024,"Electrical Foreman - Leesburg, VA",https://winchester.craigslist.org/lbg/d/winchester-electrical-foreman-leesburg/7741905024.html
7741904405,"Sanitation Associate - Orchard Park, NY",https://buffalo.craigslist.org/lbg/d/buffalo-sanitation-associate-orchard/7741904405.html
7741904184,"Customer Service Representative - Independence, OH",https://cleveland.craigslist.org/lbg/d/cleveland-customer-service/7741904184.html
7741904102,4 duplex lawns need mowed TODAY,https://cleveland.craigslist.org/lbg/d/cleveland-duplex-lawns-need-mowed-today/7741904102.html
7741903555,Lawn mowing and lot blowing,https://cincinnati.craigslist.org/lbg/d/bellevue-lawn-mowing-and-lot-blowing/7741903555.html
7741903372,drywall work needed,https://erie.craigslist.org/lbg/d/erie-drywall-work-needed/7741903372.html
7741902468,Exciting Work From Home,https://lansing.craigslist.org/lbg/d/lansing-exciting-work-from-home/7741902468.html
7741891711,"Shop, Deliver, Earn Cash - Instacart",https://altoona.craigslist.org/lbg/d/sandy-ridge-shop-deliver-earn-cash/7741891711.html
7741923528,Part time work upto $30 hour mornings,https://atlanta.craigslist.org/atl/tlg/d/smyrna-part-time-work-upto-30-hour/7741923528.html
7741923391,Open Handyman Position!,https://atlanta.craigslist.org/nat/lbg/d/atlanta-open-handyman-position/7741923391.html
7741922550,Maintenance Contractors wanted in the college park area!,https://atlanta.craigslist.org/sat/lbg/d/red-oak-maintenance-contractors-wanted/7741922550.html
7741921524,Calling All Handy Pros: Join Our Team as a Maintenance Technician!,https://atlanta.craigslist.org/nat/lbg/d/atlanta-calling-all-handy-pros-join-our/7741921524.html
7741920739,Drive with Uber for weekend cash,https://columbia.craigslist.org/lbg/d/columbia-drive-with-uber-for-weekend/7741920739.html
7741920391,$200 for Sharing Your Opinions,https://atlanta.craigslist.org/atl/evg/d/atlanta-200-for-sharing-your-opinions/7741920391.html
7741920149,Earn on Your Schedule - Drive with Uber - Sign up Now,https://statesboro.craigslist.org/lbg/d/statesboro-earn-on-your-schedule-drive/7741920149.html
7741919793,Choose Your Own Schedule Driving With Uber and Get Paid Weekly,https://augusta.craigslist.org/lbg/d/augusta-choose-your-own-schedule/7741919793.html
7741919505,Loader/Unloader,https://gainesville.craigslist.org/lbg/d/newberry-loader-unloader/7741919505.html
7741919443,Quick Blood Test for Heart Disease Research — Pays $45,https://greenville.craigslist.org/dmg/d/mauldin-quick-blood-test-for-heart/7741919443.html
7741918972,Need Helpers for today!!!,https://staugustine.craigslist.org/lbg/d/saint-augustine-need-helpers-for-today/7741918972.html
7741918854,Drive on Your Schedule,https://staugustine.craigslist.org/lbg/d/saint-augustine-drive-on-your-schedule/7741918854.html
7741918629,Driver gig - Earn on your schedule,https://jacksonville.craigslist.org/lbg/d/jacksonville-driver-gig-earn-on-your/7741918629.html
7741916923,Driver - Earn from a car,https://lakecity.craigslist.org/lbg/d/lake-city-driver-earn-from-car/7741916923.html
7741915650,"CDL A Driver - Macon, GA",https://macon.craigslist.org/lbg/d/macon-cdl-driver-macon-ga/7741915650.html
7741913856,Handymen with experience in residential work needed,https://atlanta.craigslist.org/atl/lbg/d/atlanta-handymen-with-experience-in/7741913856.html
7741912095,"""Looking for Detail-Oriented House Cleaners""",https://atlanta.craigslist.org/atl/dmg/d/atlanta-looking-for-detail-oriented/7741912095.html
7741906631,Limpieza,https://lakecity.craigslist.org/dmg/d/fort-white-limpieza/7741906631.html
7741906312,"Claims Representative - Columbia, SC",https://columbia.craigslist.org/lbg/d/columbia-claims-representative-columbia/7741906312.html
7741904616,NEED LAWN CARE WORKER FOR TASKS - at least $29/hr as a Lawn Care Worke,https://mobile.craigslist.org/lbg/d/mobile-need-lawn-care-worker-for-tasks/7741904616.html
7741902641,Landscaping crew,https://chattanooga.craigslist.org/lbg/d/chattanooga-landscaping-crew/7741902641.html
7741900930,NEED HANDYMAN FOR TASKS - at least $45.59/hr as a Handyman,https://statesboro.craigslist.org/dmg/d/statesboro-need-handyman-for-tasks-at/7741900930.html
7741898683,Welder Experienced,https://chattanooga.craigslist.org/lbg/d/chattanooga-welder-experienced/7741898683.html
7741898191,Housekeeper/Room Attendant,https://augusta.craigslist.org/lbg/d/augusta-housekeeper-room-attendant/7741898191.html
7741896917,Handyman Needed,https://ocala.craigslist.org/dmg/d/ocala-handyman-needed/7741896917.html
7741895942,Paid Sexually Transmitted Infection (STI) Medical Research Study!,https://montgomery.craigslist.org/dmg/d/montgomery-paid-sexually-transmitted/7741895942.html
7741888983,Moving in help,https://greenville.craigslist.org/lbg/d/greenville-moving-in-help/7741888983.html
7741887522,Looking for a few guys to move boxes and furniture into a house,https://macon.craigslist.org/lbg/d/macon-looking-for-few-guys-to-move/7741887522.html
7741880508,NEED LAWN CARE WORKER FOR TASKS - at least $22/hr as a Lawn Care Worke,https://pensacola.craigslist.org/dmg/d/pensacola-need-lawn-care-worker-for/7741880508.html
7741877177,💲 Earn $100-125 Today!!💲Text 888-857-4761 💲Earn $700 This Month💲,https://atlanta.craigslist.org/atl/lbg/d/atlanta-earn-todaytext-earn-700-this/7741877177.html
7741914486,"Landscape Maintenance and Installation Foreman - Glenville, NY",https://albany.craigslist.org/lbg/d/albany-landscape-maintenance-and/7741914486.html
7741910566,"Class A Low Boy Truck Driver - Selkirk, NY",https://albany.craigslist.org/lbg/d/albany-class-low-boy-truck-driver/7741910566.html
7741909704,"Customer Service - Albany, NY",https://albany.craigslist.org/lbg/d/albany-customer-service-albany-ny/7741909704.html
7741905641,"Insurance Agent - Latham, NY",https://albany.craigslist.org/lbg/d/albany-insurance-agent-latham-ny/7741905641.html
7741902254,"Material Handler - Schenectady, NY",https://albany.craigslist.org/lbg/d/albany-material-handler-schenectady-ny/7741902254.html
7741705646,House Keeper,https://albany.craigslist.org/lbg/d/schenectady-house-keeper/7741705646.html
7741668625,I need Professional stackers,https://albany.craigslist.org/lbg/d/schenectady-need-professional-stackers/7741668625.html
7741915865,"Sales Support/Customer Service Specialist - Meriden, CT",https://hartford.craigslist.org/lbg/d/west-hartford-sales-support-customer/7741915865.html
7741915682,In Person Ergonomic Focus Group,https://boston.craigslist.org/gbs/crg/d/weston-in-person-ergonomic-focus-group/7741915682.html
7741913939,"Mechanical Road Crew - MountJoy, PA",https://lancaster.craigslist.org/cwg/d/smoketown-mechanical-road-crew-mountjoy/7741913939.html
7741913678,"Charter Bus Drivers - Ephrata, PA",https://lancaster.craigslist.org/lbg/d/smoketown-charter-bus-drivers-ephrata-pa/7741913678.html
7741913234,"Collision Damage Appraiser - Lancaster, PA",https://lancaster.craigslist.org/lbg/d/smoketown-collision-damage-appraiser/7741913234.html
7741912551,"Driver - Exton, PA",https://reading.craigslist.org/lbg/d/reading-driver-exton-pa/7741912551.html
7741912447,"Custodian - Leesport, PA",https://reading.craigslist.org/lbg/d/reading-custodian-leesport-pa/7741912447.html
7741912309,"Custodian - OldLyme, CT",https://newlondon.craigslist.org/lbg/d/willington-custodian-oldlyme-ct/7741912309.html
7741912155,handyman,https://hartford.craigslist.org/lbg/d/enfield-handyman/7741912155.html
7741911468,"Sub-custodian Network Support Junior Analyst - Hoboken, NJ",https://cnj.craigslist.org/lbg/d/somerville-sub-custodian-network/7741911468.html
7741911470,"Volunteer Cast and Crew for Ocean's Under, film",https://newjersey.craigslist.org/tlg/d/wayne-volunteer-cast-and-crew-for/7741911470.html
7741911377,"Customer Service Representative - Syracuse, NY",https://syracuse.craigslist.org/lbg/d/syracuse-customer-service/7741911377.html
7741911169,"Custodian - Oley, PA",https://reading.craigslist.org/lbg/d/reading-custodian-oley-pa/7741911169.html
7741911148,"Driver - Reading, PA",https://reading.craigslist.org/lbg/d/reading-driver-reading-pa/7741911148.html
7741910945,"Customer Service Representative - Warwick, RI",https://providence.craigslist.org/lbg/d/north-kingstown-customer-service/7741910945.html
7741910803,"CCDL Tri-Axel Truck Drivers - Coatesville, PA",https://reading.craigslist.org/lbg/d/reading-ccdl-tri-axel-truck-drivers/7741910803.html
7741909916,"CDL B Driver - Manheim, PA",https://lancaster.craigslist.org/lbg/d/smoketown-cdl-driver-manheim-pa/7741909916.html
7741909321,"Logistics and Inventory Material Handler - Billerica, MA",https://boston.craigslist.org/gbs/lbg/d/boston-logistics-and-inventory-material/7741909321.html
7741908429,Elk Mills grass cut,https://delaware.craigslist.org/lbg/d/elk-mills-elk-mills-grass-cut/7741908429.html
7741907800,"Warehouse Associate - Denver, PA",https://reading.craigslist.org/lbg/d/reading-warehouse-associate-denver-pa/7741907800.html
7741907268,Relocate washer/ dryer,https://philadelphia.craigslist.org/lbg/d/philadelphia-relocate-washer-dryer/7741907268.html
7741906101,"Industrial Maintenance Technician - Marlborough, MA",https://worcester.craigslist.org/lbg/d/worcester-industrial-maintenance/7741906101.html
7741906005,"Handyman - Upper Saddle River, NJ",https://newjersey.craigslist.org/lbg/d/keasbey-handyman-upper-saddle-river-nj/7741906005.html
7741905288,"Customer Service Representative - Amityville, NY",https://longisland.craigslist.org/lbg/d/ronkonkoma-customer-service/7741905288.html
7741904407,"Residential Maintenance Technician - Camden, NJ",https://philadelphia.craigslist.org/lbg/d/barrington-residential-maintenance/7741904407.html
7741903205,"General Laborers - Souderton, PA",https://allentown.craigslist.org/lbg/d/allentown-general-laborers-souderton-pa/7741903205.html
7741902415,"Volunteer Driver wanted, Atlantic City, May 18",https://newjersey.craigslist.org/cwg/d/wayne-volunteer-driver-wanted-atlantic/7741902415.html
7741902027,Flyer distributor (With a car) needed for this & next week,https://newyork.craigslist.org/brk/lbg/d/brooklyn-flyer-distributor-with-car/7741902027.html
7741901284,Brand Representative (Contractor),https://newjersey.craigslist.org/evg/d/jersey-city-brand-representative/7741901284.html
7741899098,FITNESS FOLKS TO HELP PRE-TEENS,https://newyork.craigslist.org/brk/evg/d/brooklyn-fitness-folks-to-help-pre-teens/7741899098.html
7741896598,Paid Psoriasis Medical Research Study!,https://boston.craigslist.org/gbs/dmg/d/brighton-paid-psoriasis-medical/7741896598.html
7741916775,"Food Preparation Worker - Albuquerque, NM",https://albuquerque.craigslist.org/lbg/d/albuquerque-food-preparation-worker/7741916775.html
7741849180,$22 - $24.75/hr EXPERIENCED OFFICE FURNITURE & RACKING INSTALLERS NEEDED!,https://albuquerque.craigslist.org/lbg/d/albuquerque-hr-experienced-office/7741849180.html
7741906563,Compassionate Caregiver / Home Care Aide - Immediate Openings,https://elpaso.craigslist.org/dmg/d/el-paso-compassionate-caregiver-home/7741906563.html
7741904150,"Claims Representative - LasCruces, NM",https://lascruces.craigslist.org/lbg/d/las-cruces-claims-representative/7741904150.html
7741899220,NEED HANDYMAN FOR TASKS - at least $51/hr as a Handyman,https://farmington.craigslist.org/dmg/d/farmington-need-handyman-for-tasks-at/7741899220.html
7741831584,Be your Own Boss - Shop and Deliver,https://westslope.craigslist.org/lbg/d/durango-be-your-own-boss-shop-and/7741831584.html
7741768742,Get paid to Shop - Instacart,https://westslope.craigslist.org/lbg/d/durango-get-paid-to-shop-instacart/7741768742.html
7738688783,Moving helper needed,https://showlow.craigslist.org/lbg/d/woodruff-moving-helper-needed/7738688783.html
7741665721,DRIVER INDEPENDENT CONTRACTOR,https://altoona.craigslist.org/lbg/d/altoona-driver-independent-contractor/7741665721.html
7741919717,Outdoor Assembly Contractors Wanted,https://washingtondc.craigslist.org/mld/lbg/d/upper-marlboro-outdoor-assembly/7741919717.html
7741917232,"Senior Claims Representative - Baltimore, MD",https://baltimore.craigslist.org/lbg/d/baltimore-senior-claims-representative/7741917232.html
7741911762,Sleep Volunteers Needed for a Research Study - Compensated,https://washingtondc.craigslist.org/doc/lbg/d/silver-spring-sleep-volunteers-needed/7741911762.html
7741910141,"Customer Service Representative - Arlington, VA",https://washingtondc.craigslist.org/doc/lbg/d/washington-customer-service/7741910141.html
7741908707,"Customer Care Coordinator - Richmond, VA",https://richmond.craigslist.org/lbg/d/richmond-customer-care-coordinator/7741908707.html
7741906783,"Material Handler - Washington, DC",https://washingtondc.craigslist.org/doc/lbg/d/washington-material-handler-washington/7741906783.html
7741906593,"Senior Help Desk Support Specialist - Reston, VA",https://washingtondc.craigslist.org/doc/lbg/d/washington-senior-help-desk-support/7741906593.html
7741904890,CANVASSERS WANTED! get paid MORE for your work!,https://richmond.craigslist.org/lbg/d/richmond-canvassers-wanted-get-paid/7741904890.html
7741904010,"Property Claims Representatives - Baltimore, MD",https://baltimore.craigslist.org/lbg/d/baltimore-property-claims/7741904010.html
7741903897,"Material Handler - Richmond, VA",https://richmond.craigslist.org/lbg/d/richmond-material-handler-richmond-va/7741903897.html
7741653733,Movers needed $20/hour today,https://oklahomacity.craigslist.org/lbg/d/oklahoma-city-movers-needed-20-hour/7741653733.html
7741920099,Want to set your schedule? Be Your Own Boss as an Uber Driver,https://madison.craigslist.org/lbg/d/madison-want-to-set-your-schedule-be/7741920099.html
7741914288,"Customer Service Associate - Olathe, KS",https://lawrence.craigslist.org/lbg/d/lawrence-customer-service-associate/7741914288.html
7741908096,$1500 CA$H for information leading to me buying a house off market,https://kansascity.craigslist.org/lbg/d/independence-1500-cah-for-information/7741908096.html
7741907331,roofing,https://kansascity.craigslist.org/lbg/d/kansas-city-roofing/7741907331.html
7741901426,"Payloader Operator - Allen, NE",https://omaha.craigslist.org/lbg/d/omaha-payloader-operator-allen-ne/7741901426.html
7741891250,Painting Help,https://minneapolis.craigslist.org/wsh/lbg/d/saint-paul-painting-help/7741891250.html
7741878251,NEED MOVERS TODAY ASAP,https://minneapolis.craigslist.org/dak/lbg/d/saint-paul-need-movers-today-asap/7741878251.html
7741875707,***One Day Cash gig- Monster Jam,https://quadcities.craigslist.org/evg/d/moline-one-day-cash-gig-monster-jam/7741875707.html
7741874983,Pantyhose photo shoot- new email,https://minneapolis.craigslist.org/hnp/crg/d/minneapolis-pantyhose-photo-shoot-new/7741874983.html
7741851838,Part time marketing assistant,https://minneapolis.craigslist.org/hnp/crg/d/minneapolis-part-time-marketing/7741851838.html
7741846051,Pantyhose photo shoot,https://minneapolis.craigslist.org/hnp/crg/d/minneapolis-pantyhose-photo-shoot/7741846051.html
7741837642,Flooring Helper,https://cedarrapids.craigslist.org/lbg/d/cedar-rapids-flooring-helper/7741837642.html
7741829868,Help Moving May 3,https://desmoines.craigslist.org/lbg/d/west-des-moines-help-moving-may/7741829868.html
7741824386,Investor Seeks Contractor for Flix & Flip Rehabs,https://omaha.craigslist.org/lbg/d/plattsmouth-investor-seeks-contractor/7741824386.html
7741792164,Drive With Lyft - No Experience Needed,https://kansascity.craigslist.org/lbg/d/kansas-city-drive-with-lyft-no/7741792164.html
7741793090,Drywall bids,https://minneapolis.craigslist.org/dak/lbg/d/rosemount-drywall-bids/7741793090.html
7741775697,Remodeling Help Wanted,https://kansascity.craigslist.org/lbg/d/kansas-city-remodeling-help-wanted/7741775697.html
7741775355,Need Live-In Caregiver - FREE ROOM / BOARD / PAY,https://minneapolis.craigslist.org/hnp/dmg/d/minnetonka-need-live-in-caregiver-free/7741775355.html
7741763022,mowing,https://kansascity.craigslist.org/lbg/d/kansas-city-mowing/7741763022.html
7741752191,Central Vacuum Rough In,https://minneapolis.craigslist.org/hnp/lbg/d/minnetonka-central-vacuum-rough-in/7741752191.html
7741745725,SEEKING SKILLED GRAPHIC DESIGNER FOR NEW BUSINESS CARD DESIGN,https://kansascity.craigslist.org/tlg/d/overland-park-seeking-skilled-graphic/7741745725.html
7741723285,SEEKING PERFECT 10z MODELS,https://kansascity.craigslist.org/tlg/d/overland-park-seeking-perfect-10z-models/7741723285.html
7741708551,CARNIVAL HELP WANTED,https://peoria.craigslist.org/lbg/d/mapleton-carnival-help-wanted/7741708551.html
7741699714,Work from home 🎈 $55k - $75k+ 🎈$1200 screening bonus (No Exp Req),https://eauclaire.craigslist.org/dmg/d/eau-claire-work-from-home-55k-75k-1200/7741699714.html
7741645743,Labor Wanted--Tear Down at Minnesota Horse Expo 2024,https://minneapolis.craigslist.org/ram/lbg/d/saint-paul-labor-wanted-tear-down-at/7741645743.html
7741677591,Labor Needed 15 hr. cash per day + if skilled,https://annapolis.craigslist.org/lbg/d/pasadena-labor-needed-15-hr-cash-per/7741677591.html
7741921885,"Warehouse Worker - Newport News, VA",https://norfolk.craigslist.org/lbg/d/norfolk-warehouse-worker-newport-news-va/7741921885.html
7741914776,"Customer Service Representative - Norfolk, VA",https://norfolk.craigslist.org/lbg/d/norfolk-customer-service-representative/7741914776.html
7741905366,"Electro-Mechanical Rail Maintenance Supervisor - Norfolk, VA",https://norfolk.craigslist.org/lbg/d/norfolk-electro-mechanical-rail/7741905366.html
7741683994,WORK FROM HOME 6 FIGURES,https://annarbor.craigslist.org/dmg/d/ann-arbor-work-from-home-figures/7741683994.html
7741920381,Uber Driver Needed - Flexible Hours and Weekly Pay,https://milwaukee.craigslist.org/lbg/d/milwaukee-uber-driver-needed-flexible/7741920381.html
7741919954,Drive with Uber and Earn on your schedule,https://racine.craigslist.org/lbg/d/kenosha-drive-with-uber-and-earn-on/7741919954.html
7741919055,"E&S Underwriters - Casualty - Chicago, IL",https://chicago.craigslist.org/chc/lbg/d/chicago-es-underwriters-casualty/7741919055.html
7741910345,"CDL A Driver - Bensenville, IL",https://chicago.craigslist.org/chc/lbg/d/chicago-cdl-driver-bensenville-il/7741910345.html
7741908661,"Claims Representative - Milwaukee, WI",https://milwaukee.craigslist.org/lbg/d/milwaukee-claims-representative/7741908661.html
7741906931,RECEIVE $300 - DISCUSSION GROUP,https://milwaukee.craigslist.org/crg/d/milwaukee-receive-discussion-group/7741906931.html
7741901997,NEED HANDYMAN FOR TASKS - at least $37/hr as a Handyman,https://racine.craigslist.org/lbg/d/racine-need-handyman-for-tasks-at-least/7741901997.html
7741900697,NEED HANDYMAN FOR TASKS - at least $55/hr as a Handyman,https://milwaukee.craigslist.org/dmg/d/milwaukee-need-handyman-for-tasks-at/7741900697.html
7741892159,Moving small item from storage,https://detroit.craigslist.org/okl/lbg/d/troy-moving-small-item-from-storage/7741892159.html
7741890998,Looking for canvasers to give out free health insurance and get paid daily,https://chicago.craigslist.org/chc/evg/d/chicago-looking-for-canvasers-to-give/7741890998.html
7741890530,Late Night Crew Needed at Cold Stone Creamery,https://chicago.craigslist.org/wcl/cwg/d/bolingbrook-late-night-crew-needed-at/7741890530.html
7741823826,Gamer/Streamer TECH HELP,https://appleton.craigslist.org/cpg/d/fond-du-lac-gamer-streamer-tech-help/7741823826.html
7741889071,Buscamos Decorador(a) de Pasteles - Capacitación Incluida,https://chicago.craigslist.org/sox/crg/d/lockport-buscamos-decoradora-de/7741889071.html
7741878674,NEED LAWN CARE WORKER FOR TASKS - at least $24/hr as a Lawn Care Worke,https://battlecreek.craigslist.org/dmg/d/kalamazoo-need-lawn-care-worker-for/7741878674.html
7741878438,Groups of Four Wanted for YouTube Videos - May 4th,https://grandrapids.craigslist.org/tlg/d/wyoming-groups-of-four-wanted-for/7741878438.html
7741850391,Build a bunker on Canadian lakes,https://centralmich.craigslist.org/lbg/d/stanwood-build-bunker-on-canadian-lakes/7741850391.html
7741846177,Licensed builder needed,https://lansing.craigslist.org/lbg/d/lansing-licensed-builder-needed/7741846177.html
7741845631,"EVENT COORDINATOR - WANTED - SATURDAY, MAY 4",https://chicago.craigslist.org/chc/tlg/d/chicago-event-coordinator-wanted/7741845631.html
7741842875,MODELS WANTED - SATURDAY,https://chicago.craigslist.org/chc/tlg/d/chicago-models-wanted-saturday/7741842875.html
